Mes;Día;Provincia;Establecimiento;NICA;Total Vales;Total Entregados;Total Cancelados;Total Incidencias;Total Devoluciones
Septiembre;9;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Septiembre;9;Sevilla;Farmacia PICUPHARMA CB;'020577;4;4;0;0;0
Septiembre;9;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;3;1;2;0;0
Septiembre;9;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;4;4;0;0;0
Septiembre;9;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Septiembre;9;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;1;0;0;0
Septiembre;9;Sevilla;Farmacia Fernández Rojo CB;'020363;1;1;0;0;0
Septiembre;9;Sevilla;FARMACIA MARTÍN ALFARO;'020438;1;1;0;0;0
Septiembre;9;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;1;0;0;0
Septiembre;10;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;0;1;0;0
Septiembre;10;Sevilla;Farmacia PICUPHARMA CB;'020577;1;1;0;0;0
Septiembre;10;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;1;1;0;0;0
Septiembre;10;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Septiembre;11;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;3;2;1;0;0
Septiembre;12;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;2;2;0;0;0
Septiembre;12;Sevilla;Farmacia Francisco Balsera Pérez;'020439;4;3;0;1;0
Septiembre;12;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;3;2;1;0;0
Septiembre;12;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;2;2;0;0;0
Septiembre;12;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Septiembre;12;Sevilla;Farmacia Manuel Rider Pérez;'020476;1;1;0;0;0
Septiembre;12;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;1;1;0;0;0
Septiembre;12;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;1;1;0;0;0
Septiembre;13;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Septiembre;13;Sevilla;Farmacia PICUPHARMA CB;'020577;3;3;0;0;0
Septiembre;13;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Septiembre;13;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;2;2;0;0;0
Septiembre;13;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Septiembre;13;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;1;1;0;0;0
Septiembre;13;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;2;2;0;0;0
Septiembre;13;Sevilla;Farmacia Manuel Rider Pérez;'020476;1;1;0;0;0
Septiembre;14;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;1;0;0;0
Septiembre;14;Sevilla;Farmacia PICUPHARMA CB;'020577;2;2;0;0;0
Septiembre;14;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Septiembre;14;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Septiembre;14;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Septiembre;14;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;9;5;2;2;0
Septiembre;14;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;1;1;0;0;0
Septiembre;15;Sevilla;Farmacia Francisco Balsera Pérez;'020439;2;2;0;0;0
Septiembre;15;Sevilla;Farmacia PICUPHARMA CB;'020577;3;3;0;0;0
Septiembre;15;Sevilla;Farmacia Manuel Rider Pérez;'020476;6;6;0;0;0
Septiembre;15;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;3;3;0;0;0
Septiembre;15;Sevilla;Farmacia Fernández Rojo CB;'020363;1;1;0;0;0
Septiembre;16;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;1;1;0;0;0
Septiembre;16;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;3;3;0;0;0
Septiembre;16;Sevilla;Farmacia PICUPHARMA CB;'020577;1;1;0;0;0
Septiembre;16;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Septiembre;16;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;1;0;0;0
Septiembre;16;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;1;0;0;0
Septiembre;16;Sevilla;Farmacia Manuel Rider Pérez;'020476;1;1;0;0;0
Septiembre;17;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;1;1;0;0;0
Septiembre;17;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Septiembre;18;Sevilla;Farmacia Jaime Román Alvarado;'019811;3;3;0;0;0
Septiembre;19;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;1;0;0;0
Septiembre;19;Sevilla;Farmacia PICUPHARMA CB;'020577;3;3;0;0;0
Septiembre;19;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;5;2;3;0;0
Septiembre;19;Sevilla;Farmacia Fernández Rojo CB;'020363;1;1;0;0;0
Septiembre;19;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;2;2;0;0;0
Septiembre;19;Sevilla;Farmacia Manuel Rider Pérez;'020476;2;2;0;0;0
Septiembre;19;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;1;1;0;0;0
Septiembre;20;Sevilla;Farmacia Fernández Rojo CB;'020363;2;2;0;0;0
Septiembre;20;Sevilla;Farmacia Francisco Balsera Pérez;'020439;2;2;0;0;0
Septiembre;20;Sevilla;Farmacia PICUPHARMA CB;'020577;2;2;0;0;0
Septiembre;20;Sevilla;Farmacia Manuel Rider Pérez;'020476;2;2;0;0;0
Septiembre;20;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;14;2;12;0;0
Septiembre;20;Sevilla;FARMACIA MARTÍN ALFARO;'020438;4;4;0;0;0
Septiembre;20;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Septiembre;20;Sevilla;Farmacia Jaime Román Alvarado;'019811;2;2;0;0;0
Septiembre;20;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;3;3;0;0;0
Septiembre;21;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;1;1;0;0;0
Septiembre;21;Sevilla;Farmacia Francisco Balsera Pérez;'020439;2;2;0;0;0
Septiembre;21;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;5;1;4;0;0
Septiembre;21;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;3;3;0;0;0
Septiembre;21;Sevilla;Farmacia Manuel Rider Pérez;'020476;3;3;0;0;0
Septiembre;21;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;2;2;0;0;0
Septiembre;21;Sevilla;Farmacia Jaime Román Alvarado;'019811;2;2;0;0;0
Septiembre;22;Sevilla;Farmacia PICUPHARMA CB;'020577;3;3;0;0;0
Septiembre;22;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;9;1;8;0;0
Septiembre;22;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Septiembre;22;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;2;2;0;0;0
Septiembre;22;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;1;1;0;0;0
Septiembre;23;Sevilla;Farmacia Fernández Rojo CB;'020363;1;1;0;0;0
Septiembre;23;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Septiembre;23;Sevilla;Farmacia Manuel Rider Pérez;'020476;11;4;4;3;0
Septiembre;23;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;1;0;0;0
Septiembre;23;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Septiembre;23;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;5;1;4;0;0
Septiembre;24;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;6;2;4;0;0
Septiembre;24;Sevilla;FARMACIA MARTÍN ALFARO;'020438;1;1;0;0;0
Septiembre;24;Sevilla;Farmacia PICUPHARMA CB;'020577;5;5;0;0;0
Septiembre;24;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Septiembre;24;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;3;0;3;0;0
Septiembre;24;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;6;2;4;0;0
Septiembre;25;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;6;0;6;0;0
Septiembre;26;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;3;3;0;0;0
Septiembre;26;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;5;5;0;0;0
Septiembre;26;Sevilla;Farmacia Manuel Rider Pérez;'020476;4;4;0;0;0
Septiembre;26;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;8;7;1;0;0
Septiembre;26;Sevilla;FARMACIA MARTÍN ALFARO;'020438;2;2;0;0;0
Septiembre;26;Sevilla;Farmacia PICUPHARMA CB;'020577;1;1;0;0;0
Septiembre;26;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Septiembre;26;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;4;0;4;0;0
Septiembre;27;Sevilla;Farmacia Fernández Rojo CB;'020363;2;1;0;1;0
Septiembre;27;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;1;0;0;0
Septiembre;27;Sevilla;Farmacia Francisco Balsera Pérez;'020439;3;2;1;0;0
Septiembre;27;Sevilla;Farmacia Manuel Rider Pérez;'020476;3;3;0;0;0
Septiembre;27;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;3;1;2;0;0
Septiembre;27;Sevilla;FARMACIA MARTÍN ALFARO;'020438;3;2;0;1;0
Septiembre;27;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;1;1;0;0;0
Septiembre;27;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;1;1;0;0;0
Septiembre;27;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;6;2;4;0;0
Septiembre;28;Sevilla;Farmacia Francisco Balsera Pérez;'020439;4;2;2;0;0
Septiembre;28;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Septiembre;28;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;4;2;2;0;0
Septiembre;28;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Septiembre;28;Sevilla;Farmacia Manuel Rider Pérez;'020476;1;1;0;0;0
Septiembre;28;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;5;5;0;0;0
Septiembre;28;Sevilla;Farmacia Santa Aurelia CB;'019907;2;0;0;2;0
Septiembre;28;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;0;1;0;0
Septiembre;28;Sevilla;Farmacia Jaime Román Alvarado;'019811;2;2;0;0;0
Septiembre;28;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;6;5;1;0;0
Septiembre;29;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Septiembre;29;Sevilla;Farmacia Manuel Rider Pérez;'020476;1;0;1;0;0
Septiembre;29;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;4;4;0;0;0
Septiembre;29;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;1;0;1;0;0
Septiembre;29;Sevilla;Farmacia PICUPHARMA CB;'020577;4;4;0;0;0
Septiembre;29;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Septiembre;29;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Septiembre;29;Sevilla;Farmacia Santa Aurelia CB;'019907;2;2;0;0;0
Septiembre;29;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;1;0;0;0
Septiembre;29;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;4;2;2;0;0
Septiembre;29;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;2;1;1;0;0
Septiembre;29;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;1;1;0;0;0
Septiembre;30;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;5;2;3;0;0
Septiembre;30;Sevilla;Farmacia Francisco Balsera Pérez;'020439;4;2;2;0;0
Septiembre;30;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;8;0;8;0;0
Septiembre;30;Sevilla;Farmacia Fernández Rojo CB;'020363;1;1;0;0;0
Septiembre;30;Sevilla;Farmacia Manuel Rider Pérez;'020476;2;1;1;0;0
Septiembre;30;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;2;1;1;0;0
Septiembre;30;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;2;2;0;0;0
Septiembre;30;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;2;2;0;0;0
Septiembre;30;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;1;1;0;0;0
Septiembre;30;Sevilla;Farmacia PICUPHARMA CB;'020577;3;1;2;0;0
Septiembre;30;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;0;1;0;0
Septiembre;30;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;3;3;0;0;0
Septiembre;30;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;1;0;1;0;0
Octubre;1;Sevilla;FARMACIA MARTÍN ALFARO;'020438;4;4;0;0;0
Octubre;1;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;4;2;2;0;0
Octubre;1;Sevilla;Farmacia PICUPHARMA CB;'020577;1;1;0;0;0
Octubre;1;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;0;1;0;0
Octubre;1;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;1;1;0;0;0
Octubre;1;Sevilla;Farmacia Santa Aurelia CB;'019907;1;1;0;0;0
Octubre;1;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;1;1;0;0;0
Octubre;1;Sevilla;Farmacia Jaime Román Alvarado;'019811;3;3;0;0;0
Octubre;1;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Octubre;1;Sevilla;Farmacia Manuel Rider Pérez;'020476;3;2;1;0;0
Octubre;1;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;0;1;0;0
Octubre;1;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;0;1;0;0
Octubre;1;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;3;2;1;0;0
Octubre;2;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;2;2;0;0;0
Octubre;2;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;4;1;3;0;0
Octubre;2;Sevilla;Farmacia Manuel Rider Pérez;'020476;1;0;1;0;0
Octubre;3;Sevilla;Farmacia Santiago Labrador Freire;'020138;9;8;1;0;0
Octubre;3;Sevilla;Farmacia Francisco Balsera Pérez;'020439;10;6;4;0;0
Octubre;3;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;3;3;0;0;0
Octubre;3;Sevilla;Farmacia Manuel Rider Pérez;'020476;6;2;4;0;0
Octubre;3;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;6;0;6;0;0
Octubre;3;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;1;1;0;0;0
Octubre;3;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Octubre;3;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;3;1;2;0;0
Octubre;3;Sevilla;FARMACIA MARTÍN ALFARO;'020438;1;1;0;0;0
Octubre;3;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;0;1;0;0
Octubre;3;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;5;2;3;0;0
Octubre;3;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;7;3;4;0;0
Octubre;4;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;2;1;1;0;0
Octubre;4;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Octubre;4;Sevilla;Farmacia Santiago Labrador Freire;'020138;3;3;0;0;0
Octubre;4;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;0;1;0;0
Octubre;4;Sevilla;Farmacia Manuel Rider Pérez;'020476;7;1;6;0;0
Octubre;4;Sevilla;Farmacia Santa Aurelia CB;'019907;2;2;0;0;0
Octubre;4;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;2;2;0;0;0
Octubre;4;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Octubre;4;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;8;2;6;0;0
Octubre;4;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;3;2;1;0;0
Octubre;4;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;2;1;1;0;0
Octubre;4;Sevilla;Farmacia PICUPHARMA CB;'020577;3;3;0;0;0
Octubre;4;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;1;1;0;0;0
Octubre;4;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;3;1;2;0;0
Octubre;5;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Octubre;5;Sevilla;Farmacia PICUPHARMA CB;'020577;2;2;0;0;0
Octubre;5;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;1;1;0;0;0
Octubre;5;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;1;1;0;0;0
Octubre;5;Sevilla;Farmacia Fernández Rojo CB;'020363;2;2;0;0;0
Octubre;5;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;2;1;1;0;0
Octubre;5;Sevilla;Farmacia Manuel Rider Pérez;'020476;7;3;4;0;0
Octubre;5;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;10;4;6;0;0
Octubre;5;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;3;3;0;0;0
Octubre;5;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;4;4;0;0;0
Octubre;5;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;0;1;0;0
Octubre;5;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;1;1;0;0;0
Octubre;5;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;1;0;0;0
Octubre;5;Sevilla;Farmacia Santiago Labrador Freire;'020138;5;4;1;0;0
Octubre;5;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;3;1;2;0;0
Octubre;6;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;3;2;1;0;0
Octubre;6;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;1;1;0;0;0
Octubre;6;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;5;5;0;0;0
Octubre;6;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;7;1;6;0;0
Octubre;6;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;2;2;0;0;0
Octubre;6;Sevilla;FARMACIA MARTÍN ALFARO;'020438;3;3;0;0;0
Octubre;6;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;1;1;0;0;0
Octubre;6;Sevilla;Farmacia Santa Aurelia CB;'019907;1;1;0;0;0
Octubre;6;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;1;1;0;0;0
Octubre;6;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Octubre;6;Sevilla;Farmacia Santiago Labrador Freire;'020138;3;2;1;0;0
Octubre;6;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;1;0;0;0
Octubre;6;Sevilla;Farmacia Manuel Rider Pérez;'020476;4;0;4;0;0
Octubre;6;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;1;1;0;0;0
Octubre;6;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;3;3;0;0;0
Octubre;6;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;3;0;3;0;0
Octubre;7;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;5;5;0;0;0
Octubre;7;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;1;1;0;0;0
Octubre;7;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;3;3;0;0;0
Octubre;7;Sevilla;Farmacia Francisco Balsera Pérez;'020439;6;3;3;0;0
Octubre;7;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;4;0;4;0;0
Octubre;7;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;3;0;3;0;0
Octubre;7;Sevilla;Farmacia Santa Aurelia CB;'019907;5;5;0;0;0
Octubre;7;Sevilla;FARMACIA MARTÍN ALFARO;'020438;2;1;0;1;0
Octubre;7;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;4;2;2;0;0
Octubre;7;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;3;3;0;0;0
Octubre;7;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;5;1;4;0;0
Octubre;8;Sevilla;Farmacia Jaime Román Alvarado;'019811;2;2;0;0;0
Octubre;8;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;3;3;0;0;0
Octubre;8;Sevilla;Farmacia PICUPHARMA CB;'020577;2;2;0;0;0
Octubre;8;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;1;1;0;0;0
Octubre;8;Sevilla;Farmacia Francisco Balsera Pérez;'020439;2;2;0;0;0
Octubre;8;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;3;1;2;0;0
Octubre;8;Sevilla;FARMACIA OJEDA CASARES;'020209;2;1;1;0;0
Octubre;8;Sevilla;Farmacia Manuel Rider Pérez;'020476;5;2;3;0;0
Octubre;8;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;0;1;0;0
Octubre;8;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;4;0;4;0;0
Octubre;9;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;2;2;0;0;0
Octubre;9;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;4;1;3;0;0
Octubre;10;Sevilla;Farmacia Fernández Rojo CB;'020363;3;3;0;0;0
Octubre;10;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;1;1;0;0;0
Octubre;10;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;0;1;0;0
Octubre;10;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;1;1;0;0;0
Octubre;10;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;1;1;0;0;0
Octubre;10;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;3;3;0;0;0
Octubre;10;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Octubre;10;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;1;1;0;0;0
Octubre;10;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;4;4;0;0;0
Octubre;10;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;1;1;0;0;0
Octubre;10;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;5;2;3;0;0
Octubre;10;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;3;3;0;0;0
Octubre;10;Sevilla;Farmacia PICUPHARMA CB;'020577;3;3;0;0;0
Octubre;10;Sevilla;Farmacia Manuel Rider Pérez;'020476;5;5;0;0;0
Octubre;10;Sevilla;FARMACIA OJEDA CASARES;'020209;2;2;0;0;0
Octubre;10;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;4;0;4;0;0
Octubre;11;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;3;3;0;0;0
Octubre;11;Sevilla;Farmacia Santiago Labrador Freire;'020138;2;2;0;0;0
Octubre;11;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;4;4;0;0;0
Octubre;11;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;4;4;0;0;0
Octubre;11;Sevilla;Farmacia PICUPHARMA CB;'020577;2;2;0;0;0
Octubre;11;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;1;1;0;0;0
Octubre;11;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;4;2;2;0;0
Octubre;11;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Octubre;11;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Octubre;11;Sevilla;Farmacia Santa Aurelia CB;'019907;2;2;0;0;0
Octubre;11;Sevilla;Farmacia Manuel Rider Pérez;'020476;4;4;0;0;0
Octubre;11;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;1;1;0;0;0
Octubre;11;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;2;2;0;0;0
Octubre;11;Sevilla;FARMACIA MARTÍN ALFARO;'020438;1;1;0;0;0
Octubre;11;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;2;2;0;0;0
Octubre;11;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;5;2;3;0;0
Octubre;13;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;2;1;1;0;0
Octubre;13;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Octubre;13;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;9;9;0;0;0
Octubre;13;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Octubre;13;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;3;0;3;0;0
Octubre;13;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Octubre;13;Sevilla;FARMACIA OJEDA CASARES;'020209;1;0;0;1;0
Octubre;13;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;2;2;0;0;0
Octubre;13;Sevilla;Farmacia Santa Aurelia CB;'019907;2;2;0;0;0
Octubre;13;Sevilla;Farmacia Manuel Rider Pérez;'020476;5;4;1;0;0
Octubre;13;Sevilla;FARMACIA MARTÍN ALFARO;'020438;1;1;0;0;0
Octubre;13;Sevilla;Farmacia Fernández Rojo CB;'020363;2;2;0;0;0
Octubre;13;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;2;2;0;0;0
Octubre;13;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;1;1;0;0;0
Octubre;13;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;1;1;0;0;0
Octubre;13;Sevilla;Farmacia Santiago Labrador Freire;'020138;3;2;1;0;0
Octubre;13;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;0;1;0;0
Octubre;13;Cadiz;Farmacia Mas Bernad, José Antonio;'002202;4;0;3;1;0
Octubre;13;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;5;5;0;0;0
Octubre;13;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;4;1;3;0;0
Octubre;14;Cadiz;Farmacia Mas Bernad, José Antonio;'002202;2;0;1;1;0
Octubre;14;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;4;4;0;0;0
Octubre;14;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;2;2;0;0;0
Octubre;14;Sevilla;Farmacia PICUPHARMA CB;'020577;1;1;0;0;0
