Mes;dia;Provincia;TotalVales;TotalEntregados;TotalCancelados;TotalIncidencias;TotalDevoluciones
Octubre;15;Sevilla;1;1;0;0;0
Octubre;15;Sevilla;1;1;0;0;0
Octubre;15;Sevilla;1;1;0;0;0
Octubre;15;Sevilla;2;1;1;0;0
Octubre;15;Sevilla;2;1;1;0;0
Octubre;15;Granada;1;1;0;0;0
Octubre;17;Sevilla;3;3;0;0;0
Octubre;17;Sevilla;1;1;0;0;0
Octubre;17;Sevilla;2;2;0;0;0
Octubre;17;Sevilla;1;1;0;0;0
Octubre;17;Sevilla;2;2;0;0;0
Octubre;17;Sevilla;8;5;3;0;0
Octubre;17;Sevilla;3;3;0;0;0
Octubre;17;Sevilla;2;1;1;0;0
Octubre;17;Sevilla;6;5;1;0;0
Octubre;17;Sevilla;2;1;1;0;0
Octubre;17;Sevilla;1;1;0;0;0
Octubre;17;Sevilla;1;1;0;0;0
Octubre;17;Sevilla;5;5;0;0;0
Octubre;17;Granada;5;5;0;0;0
Octubre;17;Huelva;1;1;0;0;0
Octubre;18;Sevilla;3;3;0;0;0
Octubre;18;Sevilla;4;4;0;0;0
Octubre;18;Sevilla;1;1;0;0;0
Octubre;18;Sevilla;3;3;0;0;0
Octubre;18;Sevilla;3;3;0;0;0
Octubre;18;Sevilla;3;3;0;0;0
Octubre;18;Sevilla;3;3;0;0;0
Octubre;18;Sevilla;1;0;1;0;0
Octubre;18;Sevilla;2;2;0;0;0
Octubre;18;Sevilla;1;1;0;0;0
Octubre;18;Sevilla;3;3;0;0;0
Octubre;18;Sevilla;1;1;0;0;0
Octubre;18;Sevilla;2;2;0;0;0
Octubre;18;Sevilla;2;2;0;0;0
Octubre;18;Sevilla;2;1;1;0;0
Octubre;18;Sevilla;1;1;0;0;0
Octubre;18;Sevilla;3;3;0;0;0
Octubre;19;Sevilla;5;5;0;0;0
Octubre;19;Sevilla;2;2;0;0;0
Octubre;19;Sevilla;4;3;1;0;0
Octubre;19;Sevilla;2;1;1;0;0
Octubre;19;Sevilla;2;1;1;0;0
Octubre;19;Sevilla;1;1;0;0;0
Octubre;19;Sevilla;1;1;0;0;0
Octubre;19;Sevilla;3;3;0;0;0
Octubre;19;Sevilla;6;6;0;0;0
Octubre;19;Sevilla;1;1;0;0;0
Octubre;19;Sevilla;1;1;0;0;0
Octubre;19;Sevilla;1;1;0;0;0
Octubre;19;Sevilla;4;3;1;0;0
Octubre;20;Cordoba;4;4;0;0;0
Octubre;20;Cordoba;1;1;0;0;0
Octubre;20;Sevilla;1;1;0;0;0
Octubre;20;Sevilla;3;3;0;0;0
Octubre;20;Sevilla;1;1;0;0;0
Octubre;20;Sevilla;2;2;0;0;0
Octubre;20;Sevilla;1;1;0;0;0
Octubre;20;Sevilla;1;0;1;0;0
Octubre;20;Sevilla;3;1;2;0;0
Octubre;20;Sevilla;1;1;0;0;0
Octubre;20;Sevilla;3;2;1;0;0
Octubre;20;Huelva;3;3;0;0;0
Octubre;20;Granada;1;1;0;0;0
Octubre;21;Sevilla;1;1;0;0;0
Octubre;21;Sevilla;2;2;0;0;0
Octubre;21;Sevilla;1;1;0;0;0
Octubre;21;Sevilla;3;3;0;0;0
Octubre;21;Sevilla;2;1;1;0;0
Octubre;21;Sevilla;1;1;0;0;0
Octubre;21;Sevilla;4;4;0;0;0
Octubre;21;Sevilla;3;3;0;0;0
Octubre;21;Sevilla;1;1;0;0;0
Octubre;21;Sevilla;1;1;0;0;0
Octubre;21;Sevilla;4;4;0;0;0
Octubre;21;Sevilla;1;0;1;0;0
Octubre;21;Sevilla;6;6;0;0;0
Octubre;21;Sevilla;1;1;0;0;0
Octubre;21;Sevilla;4;4;0;0;0
Octubre;21;Sevilla;2;1;1;0;0
Octubre;21;Sevilla;5;4;1;0;0
Octubre;21;Sevilla;3;1;2;0;0
Octubre;21;Sevilla;1;0;1;0;0
Octubre;21;Granada;1;1;0;0;0
Octubre;21;Huelva;3;2;1;0;0
Octubre;22;Sevilla;1;1;0;0;0
Octubre;22;Sevilla;1;1;0;0;0
Octubre;22;Sevilla;1;1;0;0;0
Octubre;22;Sevilla;1;1;0;0;0
Octubre;22;Sevilla;1;0;1;0;0
Octubre;22;Granada;1;1;0;0;0
Octubre;22;Granada;1;1;0;0;0
Octubre;22;Granada;1;1;0;0;0
Octubre;23;Sevilla;2;2;0;0;0
Octubre;24;Sevilla;5;5;0;0;0
Octubre;24;Sevilla;5;4;1;0;0
Octubre;24;Sevilla;7;6;1;0;0
Octubre;24;Sevilla;2;1;1;0;0
Octubre;24;Sevilla;2;2;0;0;0
Octubre;24;Sevilla;3;3;0;0;0
Octubre;24;Sevilla;2;2;0;0;0
Octubre;24;Sevilla;2;2;0;0;0
Octubre;24;Sevilla;1;1;0;0;0
Octubre;24;Sevilla;1;1;0;0;0
Octubre;24;Sevilla;1;1;0;0;0
Octubre;24;Sevilla;2;2;0;0;0
Octubre;24;Sevilla;1;1;0;0;0
Octubre;24;Sevilla;1;0;1;0;0
Octubre;24;Sevilla;3;3;0;0;0
Octubre;24;Jaen;3;1;2;0;0
Octubre;24;Huelva;1;1;0;0;0
Octubre;24;Granada;1;1;0;0;0
Octubre;24;Granada;1;1;0;0;0
Octubre;25;Sevilla;2;2;0;0;0
Octubre;25;Sevilla;3;3;0;0;0
Octubre;25;Sevilla;2;2;0;0;0
Octubre;25;Sevilla;1;1;0;0;0
Octubre;25;Sevilla;3;3;0;0;0
Octubre;25;Sevilla;2;2;0;0;0
Octubre;25;Sevilla;1;1;0;0;0
Octubre;25;Sevilla;4;4;0;0;0
Octubre;25;Sevilla;1;1;0;0;0
Octubre;25;Sevilla;2;2;0;0;0
Octubre;25;Sevilla;3;3;0;0;0
Octubre;25;Sevilla;1;0;1;0;0
Octubre;25;Sevilla;1;1;0;0;0
Octubre;25;Granada;2;2;0;0;0
Octubre;25;Granada;1;1;0;0;0
Octubre;26;Cordoba;2;1;1;0;0
Octubre;26;Sevilla;1;1;0;0;0
Octubre;26;Sevilla;1;1;0;0;0
Octubre;26;Sevilla;4;2;2;0;0
Octubre;26;Sevilla;2;2;0;0;0
Octubre;26;Sevilla;2;2;0;0;0
Octubre;26;Sevilla;3;3;0;0;0
Octubre;26;Sevilla;4;4;0;0;0
Octubre;26;Sevilla;3;3;0;0;0
Octubre;26;Sevilla;2;2;0;0;0
Octubre;26;Sevilla;2;2;0;0;0
Octubre;26;Sevilla;1;1;0;0;0
Octubre;26;Sevilla;2;2;0;0;0
Octubre;26;Sevilla;1;1;0;0;0
Octubre;26;Sevilla;2;1;1;0;0
Octubre;26;Sevilla;1;0;1;0;0
Octubre;26;Sevilla;6;1;5;0;0
Octubre;26;Sevilla;1;1;0;0;0
Octubre;26;Sevilla;2;2;0;0;0
Octubre;26;Huelva;5;2;3;0;0
Octubre;26;Jaen;2;2;0;0;0
Octubre;26;Granada;1;1;0;0;0
Octubre;26;Granada;1;1;0;0;0
Octubre;26;Granada;4;2;2;0;0
Octubre;26;Cadiz;1;1;0;0;0
Octubre;26;Malaga;1;1;0;0;0
Octubre;27;Sevilla;1;1;0;0;0
Octubre;27;Sevilla;2;2;0;0;0
Octubre;27;Sevilla;7;7;0;0;0
Octubre;27;Sevilla;2;2;0;0;0
Octubre;27;Sevilla;3;3;0;0;0
Octubre;27;Sevilla;3;2;1;0;0
Octubre;27;Sevilla;3;3;0;0;0
Octubre;27;Sevilla;2;2;0;0;0
Octubre;27;Sevilla;3;1;2;0;0
Octubre;27;Sevilla;4;4;0;0;0
Octubre;27;Sevilla;8;3;4;1;0
Octubre;27;Sevilla;4;4;0;0;0
Octubre;27;Sevilla;2;2;0;0;0
Octubre;27;Sevilla;3;1;2;0;0
Octubre;27;Sevilla;1;1;0;0;0
Octubre;27;Sevilla;5;3;2;0;0
Octubre;27;Sevilla;1;1;0;0;0
Octubre;27;Sevilla;4;4;0;0;0
Octubre;27;Sevilla;1;1;0;0;0
Octubre;27;Cadiz;1;1;0;0;0
Octubre;27;Cadiz;1;1;0;0;0
Octubre;27;Granada;2;2;0;0;0
Octubre;27;Granada;1;1;0;0;0
Octubre;27;Granada;3;2;1;0;0
Octubre;27;Cordoba;1;1;0;0;0
Octubre;28;Cadiz;1;1;0;0;0
Octubre;28;Cadiz;3;3;0;0;0
Octubre;28;Cadiz;2;0;2;0;0
Octubre;28;Granada;2;2;0;0;0
Octubre;28;Granada;1;1;0;0;0
Octubre;28;Granada;2;1;1;0;0
Octubre;28;Sevilla;7;7;0;0;0
Octubre;28;Sevilla;2;2;0;0;0
Octubre;28;Sevilla;2;2;0;0;0
Octubre;28;Sevilla;2;2;0;0;0
Octubre;28;Sevilla;2;2;0;0;0
Octubre;28;Sevilla;3;3;0;0;0
Octubre;28;Sevilla;1;1;0;0;0
Octubre;28;Sevilla;1;1;0;0;0
Octubre;28;Sevilla;1;0;1;0;0
Octubre;28;Sevilla;1;1;0;0;0
Octubre;28;Sevilla;7;7;0;0;0
Octubre;28;Sevilla;2;2;0;0;0
Octubre;28;Sevilla;1;0;1;0;0
Octubre;28;Sevilla;3;3;0;0;0
Octubre;28;Sevilla;3;3;0;0;0
Octubre;28;Sevilla;1;1;0;0;0
Octubre;28;Sevilla;3;3;0;0;0
Octubre;28;Sevilla;1;1;0;0;0
Octubre;28;Sevilla;4;2;2;0;0
Octubre;28;Sevilla;1;1;0;0;0
Octubre;28;Sevilla;2;2;0;0;0
Octubre;28;Sevilla;1;1;0;0;0
Octubre;28;Sevilla;1;0;1;0;0
Octubre;28;Sevilla;1;1;0;0;0
Octubre;28;Almeria;1;0;1;0;0
Octubre;28;Cordoba;3;2;1;0;0
Octubre;28;Huelva;3;1;2;0;0
Octubre;28;Jaen;1;1;0;0;0
Octubre;29;Cordoba;1;1;0;0;0
Octubre;29;Cordoba;3;2;1;0;0
Octubre;29;Sevilla;1;1;0;0;0
Octubre;29;Sevilla;1;1;0;0;0
Octubre;29;Sevilla;1;1;0;0;0
Octubre;29;Sevilla;1;1;0;0;0
Octubre;29;Sevilla;2;2;0;0;0
Octubre;29;Sevilla;1;1;0;0;0
Octubre;29;Sevilla;1;0;1;0;0
Octubre;29;Cadiz;1;1;0;0;0
Octubre;29;Granada;1;1;0;0;0
Octubre;29;Granada;2;2;0;0;0
Octubre;29;Malaga;3;3;0;0;0
Octubre;30;Sevilla;1;1;0;0;0
Octubre;30;Sevilla;1;1;0;0;0
Octubre;30;Malaga;1;1;0;0;0
Octubre;31;Cadiz;1;1;0;0;0
Octubre;31;Cadiz;2;2;0;0;0
Octubre;31;Cadiz;2;2;0;0;0
Octubre;31;Cadiz;1;1;0;0;0
Octubre;31;Huelva;1;0;1;0;0
Octubre;31;Cordoba;1;1;0;0;0
Octubre;31;Cordoba;2;2;0;0;0
Octubre;31;Sevilla;3;3;0;0;0
Octubre;31;Sevilla;2;2;0;0;0
Octubre;31;Sevilla;4;4;0;0;0
Octubre;31;Sevilla;4;3;1;0;0
Octubre;31;Sevilla;1;1;0;0;0
Octubre;31;Sevilla;1;1;0;0;0
Octubre;31;Sevilla;2;1;1;0;0
Octubre;31;Sevilla;6;6;0;0;0
Octubre;31;Sevilla;3;2;1;0;0
Octubre;31;Sevilla;1;0;1;0;0
Octubre;31;Sevilla;4;4;0;0;0
Octubre;31;Sevilla;7;3;4;0;0
Octubre;31;Sevilla;3;3;0;0;0
Octubre;31;Sevilla;1;1;0;0;0
Octubre;31;Sevilla;2;2;0;0;0
Octubre;31;Sevilla;4;2;2;0;0
Octubre;31;Sevilla;2;2;0;0;0
Octubre;31;Granada;3;3;0;0;0
Octubre;31;Granada;1;1;0;0;0
Octubre;31;Granada;5;3;2;0;0
Octubre;31;Almeria;5;0;5;0;0
Octubre;31;Malaga;3;2;1;0;0
Noviembre;1;Sevilla;1;1;0;0;0
Noviembre;1;Sevilla;4;4;0;0;0
Noviembre;1;Sevilla;3;3;0;0;0
Noviembre;1;Sevilla;4;4;0;0;0
Noviembre;1;Sevilla;8;6;2;0;0
Noviembre;1;Malaga;3;1;2;0;0
Noviembre;1;Huelva;2;2;0;0;0
Noviembre;2;Sevilla;1;0;1;0;0
Noviembre;2;Sevilla;1;1;0;0;0
Noviembre;2;Sevilla;7;7;0;0;0
Noviembre;2;Sevilla;4;4;0;0;0
Noviembre;2;Sevilla;4;4;0;0;0
Noviembre;2;Sevilla;3;3;0;0;0
Noviembre;2;Sevilla;1;1;0;0;0
Noviembre;2;Sevilla;2;2;0;0;0
Noviembre;2;Sevilla;3;3;0;0;0
Noviembre;2;Sevilla;2;2;0;0;0
Noviembre;2;Sevilla;2;2;0;0;0
Noviembre;2;Sevilla;3;0;3;0;0
Noviembre;2;Sevilla;3;3;0;0;0
Noviembre;2;Sevilla;4;4;0;0;0
Noviembre;2;Sevilla;3;3;0;0;0
Noviembre;2;Sevilla;4;3;1;0;0
Noviembre;2;Sevilla;4;4;0;0;0
Noviembre;2;Sevilla;5;2;3;0;0
Noviembre;2;Sevilla;2;2;0;0;0
Noviembre;2;Sevilla;1;1;0;0;0
Noviembre;2;Sevilla;2;1;1;0;0
Noviembre;2;Sevilla;1;0;1;0;0
Noviembre;2;Sevilla;3;2;1;0;0
Noviembre;2;Sevilla;1;1;0;0;0
Noviembre;2;Sevilla;4;1;3;0;0
Noviembre;2;Sevilla;1;1;0;0;0
Noviembre;2;Sevilla;4;2;2;0;0
Noviembre;2;Sevilla;1;1;0;0;0
Noviembre;2;Cadiz;1;1;0;0;0
Noviembre;2;Cadiz;1;1;0;0;0
Noviembre;2;Granada;5;1;4;0;0
Noviembre;2;Granada;1;1;0;0;0
Noviembre;2;Granada;2;0;2;0;0
Noviembre;2;Granada;2;2;0;0;0
Noviembre;2;Huelva;2;2;0;0;0
Noviembre;2;Cordoba;1;1;0;0;0
Noviembre;2;Cordoba;3;3;0;0;0
Noviembre;2;Malaga;3;1;2;0;0
Noviembre;2;Jaen;1;1;0;0;0
Noviembre;3;Cadiz;2;2;0;0;0
Noviembre;3;Cadiz;5;5;0;0;0
Noviembre;3;Cadiz;2;2;0;0;0
Noviembre;3;Cadiz;1;1;0;0;0
Noviembre;3;Sevilla;6;6;0;0;0
Noviembre;3;Sevilla;3;3;0;0;0
Noviembre;3;Sevilla;5;3;2;0;0
Noviembre;3;Sevilla;2;1;1;0;0
Noviembre;3;Sevilla;1;1;0;0;0
Noviembre;3;Sevilla;1;1;0;0;0
Noviembre;3;Sevilla;1;1;0;0;0
Noviembre;3;Sevilla;6;3;3;0;0
Noviembre;3;Sevilla;3;3;0;0;0
Noviembre;3;Sevilla;5;2;3;0;0
Noviembre;3;Sevilla;5;3;2;0;0
Noviembre;3;Sevilla;3;3;0;0;0
Noviembre;3;Sevilla;4;3;1;0;0
Noviembre;3;Sevilla;1;1;0;0;0
Noviembre;3;Sevilla;1;0;1;0;0
Noviembre;3;Sevilla;5;5;0;0;0
Noviembre;3;Sevilla;4;4;0;0;0
Noviembre;3;Sevilla;2;0;2;0;0
Noviembre;3;Sevilla;5;2;3;0;0
Noviembre;3;Sevilla;1;1;0;0;0
Noviembre;3;Sevilla;6;5;1;0;0
Noviembre;3;Sevilla;4;3;1;0;0
Noviembre;3;Sevilla;1;1;0;0;0
Noviembre;3;Cordoba;3;3;0;0;0
Noviembre;3;Cordoba;4;3;1;0;0
Noviembre;3;Cordoba;1;1;0;0;0
Noviembre;3;Granada;4;0;4;0;0
Noviembre;3;Granada;5;3;2;0;0
Noviembre;3;Malaga;3;2;1;0;0
Noviembre;3;Almeria;1;0;1;0;0
Noviembre;3;Huelva;1;0;1;0;0
Noviembre;4;Sevilla;5;5;0;0;0
Noviembre;4;Sevilla;1;1;0;0;0
Noviembre;4;Sevilla;4;1;3;0;0
Noviembre;4;Sevilla;5;1;4;0;0
Noviembre;4;Sevilla;4;4;0;0;0
Noviembre;4;Sevilla;2;0;2;0;0
Noviembre;4;Sevilla;1;1;0;0;0
Noviembre;4;Sevilla;2;2;0;0;0
Noviembre;4;Sevilla;1;1;0;0;0
Noviembre;4;Sevilla;1;1;0;0;0
Noviembre;4;Sevilla;1;1;0;0;0
Noviembre;4;Sevilla;5;2;3;0;0
Noviembre;4;Sevilla;2;2;0;0;0
Noviembre;4;Sevilla;2;1;1;0;0
Noviembre;4;Sevilla;1;0;1;0;0
Noviembre;4;Sevilla;2;2;0;0;0
Noviembre;4;Sevilla;1;1;0;0;0
Noviembre;4;Sevilla;1;0;1;0;0
Noviembre;4;Sevilla;2;2;0;0;0
Noviembre;4;Sevilla;2;2;0;0;0
Noviembre;4;Sevilla;1;1;0;0;0
Noviembre;4;Sevilla;2;2;0;0;0
Noviembre;4;Sevilla;5;2;3;0;0
Noviembre;4;Sevilla;5;5;0;0;0
Noviembre;4;Sevilla;1;1;0;0;0
Noviembre;4;Sevilla;1;1;0;0;0
Noviembre;4;Sevilla;4;2;2;0;0
Noviembre;4;Sevilla;1;1;0;0;0
Noviembre;4;Sevilla;4;2;2;0;0
Noviembre;4;Almeria;1;1;0;0;0
Noviembre;4;Granada;7;3;4;0;0
Noviembre;4;Granada;1;1;0;0;0
Noviembre;4;Granada;4;0;4;0;0
Noviembre;4;Cadiz;1;1;0;0;0
Noviembre;4;Cadiz;1;1;0;0;0
Noviembre;4;Jaen;1;1;0;0;0
Noviembre;4;Malaga;4;4;0;0;0
Noviembre;5;Sevilla;1;1;0;0;0
Noviembre;5;Sevilla;1;0;1;0;0
Noviembre;5;Sevilla;4;4;0;0;0
Noviembre;5;Sevilla;1;1;0;0;0
Noviembre;5;Sevilla;1;0;0;0;0
Noviembre;5;Sevilla;1;0;1;0;0
Noviembre;5;Sevilla;1;1;0;0;0
Noviembre;5;Sevilla;3;3;0;0;0
Noviembre;5;Sevilla;1;0;1;0;0
Noviembre;5;Sevilla;3;0;3;0;0
Noviembre;5;Sevilla;1;1;0;0;0
Noviembre;5;Sevilla;1;1;0;0;0
Noviembre;5;Sevilla;1;1;0;0;0
Noviembre;5;Sevilla;7;1;6;0;0
Noviembre;5;Sevilla;2;0;2;0;0
Noviembre;5;Jaen;1;1;0;0;0
Noviembre;5;Granada;2;0;2;0;0
Noviembre;5;Granada;1;1;0;0;0
Noviembre;5;Huelva;1;1;0;0;0
Noviembre;6;Sevilla;4;0;4;0;0
Noviembre;6;Sevilla;2;2;0;0;0
Noviembre;6;Sevilla;2;0;2;0;0
Noviembre;6;Sevilla;2;0;2;0;0
Noviembre;6;Sevilla;4;0;4;0;0
Noviembre;6;Granada;3;0;3;0;0
Noviembre;7;Cadiz;4;4;0;0;0
Noviembre;7;Cadiz;1;1;0;0;0
Noviembre;7;Cadiz;1;1;0;0;0
Noviembre;7;Cadiz;2;2;0;0;0
Noviembre;7;Cadiz;3;3;0;0;0
Noviembre;7;Cadiz;3;1;2;0;0
Noviembre;7;Sevilla;7;3;0;0;0
Noviembre;7;Sevilla;3;1;1;0;0
Noviembre;7;Sevilla;5;3;2;0;0
Noviembre;7;Sevilla;4;4;0;0;0
Noviembre;7;Sevilla;2;2;0;0;0
Noviembre;7;Sevilla;1;1;0;0;0
Noviembre;7;Sevilla;2;2;0;0;0
Noviembre;7;Sevilla;7;6;1;0;0
Noviembre;7;Sevilla;7;4;3;0;0
Noviembre;7;Sevilla;4;2;2;0;0
Noviembre;7;Sevilla;4;3;1;0;0
Noviembre;7;Sevilla;1;0;1;0;0
Noviembre;7;Sevilla;1;1;0;0;0
Noviembre;7;Sevilla;6;0;6;0;0
Noviembre;7;Sevilla;4;0;4;0;0
Noviembre;7;Sevilla;3;3;0;0;0
Noviembre;7;Sevilla;1;0;0;0;0
Noviembre;7;Sevilla;5;4;1;0;0
Noviembre;7;Sevilla;2;2;0;0;0
Noviembre;7;Sevilla;3;3;0;0;0
Noviembre;7;Sevilla;1;1;0;0;0
Noviembre;7;Sevilla;2;2;0;0;0
Noviembre;7;Sevilla;6;3;3;0;0
Noviembre;7;Sevilla;2;1;1;0;0
Noviembre;7;Sevilla;6;3;3;0;0
Noviembre;7;Sevilla;3;3;0;0;0
Noviembre;7;Sevilla;3;2;1;0;0
Noviembre;7;Granada;4;0;4;0;0
Noviembre;7;Granada;1;1;0;0;0
Noviembre;7;Granada;1;0;1;0;0
Noviembre;7;Granada;2;2;0;0;0
Noviembre;7;Granada;5;3;2;0;0
Noviembre;7;Granada;3;0;2;0;0
Noviembre;7;Granada;3;0;3;0;0
Noviembre;7;Granada;1;0;1;0;0
Noviembre;7;Cordoba;4;2;2;0;0
Noviembre;7;Cordoba;2;2;0;0;0
Noviembre;7;Jaen;1;1;0;0;0
Noviembre;7;Huelva;1;0;1;0;0
Noviembre;7;Malaga;1;1;0;0;0
Noviembre;8;Sevilla;1;0;1;0;0
Noviembre;8;Sevilla;3;3;0;0;0
Noviembre;8;Sevilla;5;2;3;0;0
Noviembre;8;Sevilla;1;1;0;0;0
Noviembre;8;Sevilla;1;1;0;0;0
Noviembre;8;Sevilla;4;4;0;0;0
Noviembre;8;Sevilla;2;2;0;0;0
Noviembre;8;Sevilla;2;1;1;0;0
Noviembre;8;Sevilla;1;1;0;0;0
Noviembre;8;Sevilla;3;2;1;0;0
Noviembre;8;Sevilla;2;1;1;0;0
Noviembre;8;Sevilla;3;1;2;0;0
Noviembre;8;Sevilla;1;1;0;0;0
Noviembre;8;Sevilla;1;1;0;0;0
Noviembre;8;Sevilla;1;1;0;0;0
Noviembre;8;Sevilla;1;1;0;0;0
Noviembre;8;Sevilla;2;2;0;0;0
Noviembre;8;Sevilla;2;2;0;0;0
Noviembre;8;Sevilla;2;2;0;0;0
Noviembre;8;Sevilla;7;1;6;0;0
Noviembre;8;Sevilla;3;3;0;0;0
Noviembre;8;Sevilla;4;4;0;0;0
Noviembre;8;Sevilla;6;1;5;0;0
Noviembre;8;Sevilla;8;1;7;0;0
Noviembre;8;Sevilla;1;1;0;0;0
Noviembre;8;Sevilla;6;4;0;0;0
Noviembre;8;Sevilla;2;1;1;0;0
Noviembre;8;Sevilla;3;2;1;0;0
Noviembre;8;Sevilla;2;1;1;0;0
Noviembre;8;Sevilla;3;0;3;0;0
Noviembre;8;Sevilla;6;4;2;0;0
Noviembre;8;Sevilla;5;2;3;0;0
Noviembre;8;Sevilla;1;1;0;0;0
Noviembre;8;Sevilla;4;3;1;0;0
Noviembre;8;Sevilla;1;1;0;0;0
Noviembre;8;Cadiz;2;2;0;0;0
Noviembre;8;Cadiz;1;1;0;0;0
Noviembre;8;Cadiz;2;2;0;0;0
Noviembre;8;Cadiz;1;1;0;0;0
Noviembre;8;Cadiz;3;3;0;0;0
Noviembre;8;Huelva;2;0;2;0;0
Noviembre;8;Huelva;1;1;0;0;0
Noviembre;8;Huelva;2;1;1;0;0
Noviembre;8;Cordoba;2;2;0;0;0
Noviembre;8;Cordoba;2;2;0;0;0
Noviembre;8;Cordoba;3;1;2;0;0
Noviembre;8;Almeria;1;0;1;0;0
Noviembre;8;Almeria;2;0;2;0;0
Noviembre;8;Granada;5;3;2;0;0
Noviembre;8;Granada;5;1;4;0;0
Noviembre;8;Granada;1;0;1;0;0
Noviembre;8;Granada;6;4;2;0;0
Noviembre;8;Granada;1;1;0;0;0
Noviembre;8;Granada;4;1;3;0;0
Noviembre;8;Jaen;1;1;0;0;0
Noviembre;8;Malaga;3;3;0;0;0
Noviembre;9;Cadiz;5;5;0;0;0
Noviembre;9;Cadiz;5;5;0;0;0
Noviembre;9;Cadiz;1;1;0;0;0
Noviembre;9;Cadiz;2;2;0;0;0
Noviembre;9;Cadiz;3;2;1;0;0
Noviembre;9;Cadiz;2;2;0;0;0
Noviembre;9;Cadiz;1;1;0;0;0
Noviembre;9;Cadiz;7;5;2;0;0
Noviembre;9;Cadiz;3;3;0;0;0
Noviembre;9;Sevilla;2;2;0;0;0
Noviembre;9;Sevilla;1;1;0;0;0
Noviembre;9;Sevilla;1;1;0;0;0
Noviembre;9;Sevilla;9;6;3;0;0
Noviembre;9;Sevilla;1;1;0;0;0
Noviembre;9;Sevilla;2;1;1;0;0
Noviembre;9;Sevilla;3;3;0;0;0
Noviembre;9;Sevilla;1;1;0;0;0
Noviembre;9;Sevilla;2;2;0;0;0
Noviembre;9;Sevilla;1;0;1;0;0
Noviembre;9;Sevilla;3;1;2;0;0
Noviembre;9;Sevilla;5;3;2;0;0
Noviembre;9;Sevilla;7;4;3;0;0
Noviembre;9;Sevilla;1;1;0;0;0
Noviembre;9;Sevilla;3;3;0;0;0
Noviembre;9;Sevilla;1;1;0;0;0
Noviembre;9;Sevilla;8;2;6;0;0
Noviembre;9;Sevilla;5;2;3;0;0
Noviembre;9;Sevilla;3;1;2;0;0
Noviembre;9;Sevilla;4;2;2;0;0
Noviembre;9;Sevilla;1;1;0;0;0
Noviembre;9;Sevilla;1;1;0;0;0
Noviembre;9;Sevilla;6;0;6;0;0
Noviembre;9;Sevilla;1;1;0;0;0
Noviembre;9;Sevilla;2;2;0;0;0
Noviembre;9;Sevilla;3;0;3;0;0
Noviembre;9;Sevilla;2;2;0;0;0
Noviembre;9;Sevilla;4;1;3;0;0
Noviembre;9;Sevilla;1;0;1;0;0
Noviembre;9;Sevilla;1;0;1;0;0
Noviembre;9;Sevilla;1;0;1;0;0
Noviembre;9;Sevilla;1;1;0;0;0
Noviembre;9;Almeria;2;2;0;0;0
Noviembre;9;Almeria;1;1;0;0;0
Noviembre;9;Almeria;2;2;0;0;0
Noviembre;9;Granada;5;0;5;0;0
Noviembre;9;Granada;7;1;6;0;0
Noviembre;9;Granada;3;1;2;0;0
Noviembre;9;Granada;1;1;0;0;0
Noviembre;9;Granada;1;0;1;0;0
Noviembre;9;Granada;6;3;3;0;0
Noviembre;9;Huelva;1;1;0;0;0
Noviembre;9;Jaen;1;1;0;0;0
Noviembre;9;Malaga;2;1;1;0;0
Noviembre;9;Cordoba;2;2;0;0;0
Noviembre;10;Sevilla;3;2;1;0;0
Noviembre;10;Sevilla;3;2;1;0;0
Noviembre;10;Sevilla;2;1;1;0;0
Noviembre;10;Sevilla;1;1;0;0;0
Noviembre;10;Sevilla;2;2;0;0;0
Noviembre;10;Sevilla;13;11;2;0;0
Noviembre;10;Sevilla;3;3;0;0;0
Noviembre;10;Sevilla;1;0;1;0;0
Noviembre;10;Sevilla;8;5;3;0;0
Noviembre;10;Sevilla;6;0;6;0;0
Noviembre;10;Sevilla;5;3;2;0;0
Noviembre;10;Sevilla;3;2;1;0;0
Noviembre;10;Sevilla;1;1;0;0;0
Noviembre;10;Sevilla;2;2;0;0;0
Noviembre;10;Sevilla;3;3;0;0;0
Noviembre;10;Sevilla;6;2;4;0;0
Noviembre;10;Sevilla;1;1;0;0;0
Noviembre;10;Sevilla;2;2;0;0;0
Noviembre;10;Sevilla;6;0;6;0;0
Noviembre;10;Sevilla;2;0;2;0;0
Noviembre;10;Sevilla;2;2;0;0;0
Noviembre;10;Sevilla;3;3;0;0;0
Noviembre;10;Sevilla;2;2;0;0;0
Noviembre;10;Sevilla;9;3;6;0;0
Noviembre;10;Sevilla;1;1;0;0;0
Noviembre;10;Sevilla;1;1;0;0;0
Noviembre;10;Sevilla;1;1;0;0;0
Noviembre;10;Sevilla;1;1;0;0;0
Noviembre;10;Sevilla;3;2;1;0;0
Noviembre;10;Sevilla;2;1;1;0;0
Noviembre;10;Sevilla;4;1;3;0;0
Noviembre;10;Sevilla;1;1;0;0;0
Noviembre;10;Sevilla;2;2;0;0;0
Noviembre;10;Sevilla;1;0;1;0;0
Noviembre;10;Sevilla;4;2;2;0;0
Noviembre;10;Sevilla;1;1;0;0;0
Noviembre;10;Cadiz;1;1;0;0;0
Noviembre;10;Cadiz;10;7;0;3;0
Noviembre;10;Cadiz;4;4;0;0;0
Noviembre;10;Cadiz;2;2;0;0;0
Noviembre;10;Cadiz;4;4;0;0;0
